SEQ;MATRICULA;LINHAFUNCIONAL;ANOLETIVO;TIPOCONTRATO;CARGO;CODESCOLA;ESCOLA;TURMA;CODTURNO;NOMETURNO;CODSERIE;NOMESERIE;CODDISCIPLINA;NOMEDISCIPLINA;DATAINICIO;DATAFINAL;CHDISCIPLINA;CH_DISCIPLINAMENSAL;CH_ATIVIDADEMENSAL;HP;HA;JORNADAMENSAL
1;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T44401;4;NOITE  ;76;4ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;5;130;0;25;30;185
2;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T44401;4;NOITE  ;76;4ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;5;140;0;25;40;205
3;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T33401;4;NOITE  ;75;3ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;5;130;0;25;30;185
4;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T33401;4;NOITE  ;75;3ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;5;140;0;25;40;205
5;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;10;130;0;25;30;185
6;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;30/12/21;10;140;0;25;40;205
7;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;29/04/22;30/06/22;10;130;0;25;30;185
8;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;29/04/22;30/06/22;10;140;0;25;40;205
9;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T44401;4;NOITE  ;76;4ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;5;130;0;25;30;185
10;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T44401;4;NOITE  ;76;4ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;5;140;0;25;40;205
11;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T33401;4;NOITE  ;75;3ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;5;130;0;25;30;185
12;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T33401;4;NOITE  ;75;3ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;5;140;0;25;40;205
13;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;10;130;0;25;30;185
14;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;10;140;0;25;40;205
15;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;10;130;0;25;30;185
16;51772;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;9;EMEF BENVINDA DE FRANCA MESSIAS;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;14/06/21;30/06/21;10;140;0;25;40;205
17;26220;16;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;49;EMEF PARQUE AMAZONIA;C42301;3;TARDE  ;20;CICLO IV  -  2º ANO;3;HISTORIA;01/12/21;30/12/21;15;90;0;25;20;135
18;26220;16;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;49;EMEF PARQUE AMAZONIA;C42301;3;TARDE  ;20;CICLO IV  -  2º ANO;3;HISTORIA;01/12/21;30/12/21;15;125;0;25;30;180
19;180122;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;32;EMEF MARIA LUIZA PINTO AMARAL;T44403;4;NOITE  ;76;4ª TOTALIDADE;3;HISTORIA;25/10/21;23/12/21;15;135;0;25;40;200
20;180122;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;32;EMEF MARIA LUIZA PINTO AMARAL;T44402;4;NOITE  ;76;4ª TOTALIDADE;3;HISTORIA;25/10/21;23/12/21;15;135;0;25;40;200
21;180122;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;32;EMEF MARIA LUIZA PINTO AMARAL;T44401;4;NOITE  ;76;4ª TOTALIDADE;3;HISTORIA;25/10/21;23/12/21;15;135;0;25;40;200
22;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44402;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;02/08/21;30/12/21;20;165;0;25;40;230
23;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44401;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;02/08/21;30/12/21;20;165;0;25;40;230
24;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44402;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;23/06/21;30/06/21;20;165;0;25;40;230
25;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44401;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;23/06/21;30/06/21;20;165;0;25;40;230
26;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44402;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;27/04/21;22/06/21;20;165;0;25;40;230
27;185388;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;26;EMEF JOAO NELSON RIBEIRO;T44401;4;NOITE  ;76;4ª TOTALIDADE;4;GEOGRAFIA;27/04/21;22/06/21;20;165;0;25;40;230
28;347515;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;465;EMEI CANTO DO UIRAPURU;M22502;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;29/04/21;30/06/21;100;150;0;25;40;215
29;347515;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;465;EMEI CANTO DO UIRAPURU;M22502;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;150;0;25;40;215
30;351415;17;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;31;EMEF PADRE LEANDRO PINHEIRO;T22401;4;NOITE  ;58;2ª TOTALIDADE;17;EDUC GERAL FUNDAMENTAL;28/09/21;30/12/21;100;200;0;25;40;265
31;348490;11;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;473;EMEI PROFA ELVIRA SACRAMENTO DE QUADROS;J11302;3;TARDE  ;67;JARDIM I;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;200;0;25;40;265
32;348490;11;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;473;EMEI PROFA ELVIRA SACRAMENTO DE QUADROS;J11302;3;TARDE  ;67;JARDIM I;16;EDUC GERAL INFANTIL;10/05/21;30/06/21;100;200;0;25;40;265
33;372749;11;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;131;UEI IZA CUNHA;M11501;5;TEMPO INTEGRAL;55;MATERNAL I;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;150;0;25;40;215
34;372749;11;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;131;UEI IZA CUNHA;M11501;5;TEMPO INTEGRAL;55;MATERNAL I;16;EDUC GERAL INFANTIL;12/04/21;30/06/21;100;150;0;25;40;215
35;371351;14;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;473;EMEI PROFA ELVIRA SACRAMENTO DE QUADROS;M22501;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;27/01/22;26/04/22;100;150;0;25;40;215
36;372420;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C32102;1;MANHA;18;CICLO III  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;200;0;25;40;265
37;372420;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C32102;1;MANHA;18;CICLO III  -  2º ANO;19;INGLES;02/11/21;30/12/21;10;200;0;25;40;265
38;375721;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;244;ANEXO FLORESTAN FERNANDES DA EMEIF FLORESTAN FERNANDES;C13102;1;MANHA;14;CICLO I  -  3º ANO;10;ED ARTISTICA;06/10/21;30/12/21;10;180;0;25;40;245
39;375721;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;244;ANEXO FLORESTAN FERNANDES DA EMEIF FLORESTAN FERNANDES;C12101;1;MANHA;13;CICLO I  -  2º ANO;10;ED ARTISTICA;06/10/21;30/12/21;10;180;0;25;40;245
40;348228;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;418;EMEIF DE EDUC DO CAMPO MARIA MADALENA TRAVASSOS;J11501;5;TEMPO INTEGRAL;67;JARDIM I;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;200;0;25;40;265
41;348228;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;418;EMEIF DE EDUC DO CAMPO MARIA MADALENA TRAVASSOS;J11501;5;TEMPO INTEGRAL;67;JARDIM I;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;200;0;25;40;265
42;372820;18;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;126;UEI SANTA ROSA;M22502;5;TEMPO INTEGRAL;56;MATERNAL II;16;EDUC GERAL INFANTIL;09/06/21;30/12/21;100;150;0;25;40;215
43;410896;12;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;17;EMEF MAROJA NETO;C32302;3;TARDE  ;18;CICLO III  -  2º ANO;1;PORTUGUES;18/11/21;30/12/21;25;150;0;25;40;215
44;421472;14;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;43;EMEF WALTER LEITE CAMINHA;C42302;3;TARDE  ;20;CICLO IV  -  2º ANO;7;CIENCIAS FISICAS E BIOLOGICAS PARA SAÚDE;01/11/21;30/12/21;15;165;0;25;40;230
45;421472;14;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;43;EMEF WALTER LEITE CAMINHA;C41304;3;TARDE  ;19;CICLO IV  -  1º ANO;7;CIENCIAS FISICAS E BIOLOGICAS PARA SAÚDE;06/04/22;23/04/22;15;165;0;25;40;230
46;421472;14;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;43;EMEF WALTER LEITE CAMINHA;C41303;3;TARDE  ;19;CICLO IV  -  1º ANO;7;CIENCIAS FISICAS E BIOLOGICAS PARA SAÚDE;01/11/21;30/12/21;15;165;0;25;40;230
47;422096;16;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;140;EMEI ERE;M11501;5;TEMPO INTEGRAL;55;MATERNAL I;16;EDUC GERAL INFANTIL;12/04/21;30/12/21;100;150;0;25;40;215
48;348554;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;678;EMEI PROFA CIRIA DE NAZARE TULOSA DOS SANTOS;M22502;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;13/09/21;30/12/21;100;200;0;25;40;265
49;348554;10;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;678;EMEI PROFA CIRIA DE NAZARE TULOSA DOS SANTOS;M22502;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;13/09/21;30/12/21;100;150;0;25;40;215
50;371467;12;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;137;EMEIF FLORESTAN FERNANDES;C32303;3;TARDE  ;18;CICLO III  -  2º ANO;3;HISTORIA;01/12/21;30/12/21;20;185;0;25;40;250
51;371467;12;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;137;EMEIF FLORESTAN FERNANDES;C32302;3;TARDE  ;18;CICLO III  -  2º ANO;3;HISTORIA;01/12/21;30/12/21;20;185;0;25;40;250
52;422185;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;678;EMEI PROFA CIRIA DE NAZARE TULOSA DOS SANTOS;M22503;5;TEMPO INTEGRAL;70;MATERNAL II;16;EDUC GERAL INFANTIL;11/06/21;30/12/21;100;150;0;25;40;215
53;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;170;0;25;40;235
54;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;190;0;25;40;255
55;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;170;0;25;40;235
56;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;190;0;25;40;255
57;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;170;0;25;40;235
58;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;30/08/21;30/12/21;10;190;0;25;40;255
59;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;170;0;25;40;235
60;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;190;0;25;40;255
61;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;170;0;25;40;235
62;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;190;0;25;40;255
63;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;170;0;25;40;235
64;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;02/08/21;29/08/21;10;190;0;25;40;255
65;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;170;0;25;40;235
66;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T22401;4;NOITE  ;58;2ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;190;0;25;40;255
67;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;170;0;25;40;235
68;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11402;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;190;0;25;40;255
69;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;170;0;25;40;235
70;1964755;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;176;EMEF COMANDANTE KLAUTAU;T11401;4;NOITE  ;57;1ª TOTALIDADE;11;EDUCACAO FISICA;09/06/21;30/06/21;10;190;0;25;40;255
71;348279;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;418;EMEIF DE EDUC DO CAMPO MARIA MADALENA TRAVASSOS;J22501;5;TEMPO INTEGRAL;69;JARDIM II;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;200;0;25;40;265
72;348279;19;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;418;EMEIF DE EDUC DO CAMPO MARIA MADALENA TRAVASSOS;J22501;5;TEMPO INTEGRAL;69;JARDIM II;16;EDUC GERAL INFANTIL;02/08/21;30/12/21;100;200;0;25;40;265
73;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42202;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;125;0;25;30;180
74;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42202;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;145;0;25;40;210
75;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42201;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;125;0;25;30;180
76;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42201;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;145;0;25;40;210
77;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C41202;2;INTERMEDIÁRIO ;19;CICLO IV  -  1º ANO;19;INGLES;01/05/21;01/11/21;10;125;0;25;30;180
78;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C41202;2;INTERMEDIÁRIO ;19;CICLO IV  -  1º ANO;19;INGLES;01/05/21;01/11/21;10;145;0;25;40;210
79;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C32203;2;INTERMEDIÁRIO ;18;CICLO III  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;125;0;25;30;180
80;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C32203;2;INTERMEDIÁRIO ;18;CICLO III  -  2º ANO;19;INGLES;01/05/21;01/11/21;10;145;0;25;40;210
81;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C31203;2;INTERMEDIÁRIO ;17;CICLO III  -  1º ANO;19;INGLES;01/05/21;01/11/21;10;125;0;25;30;180
82;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C31203;2;INTERMEDIÁRIO ;17;CICLO III  -  1º ANO;19;INGLES;01/05/21;01/11/21;10;145;0;25;40;210
83;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42202;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/10/21;01/11/21;10;125;0;25;30;180
84;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42202;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/10/21;01/11/21;10;145;0;25;40;210
85;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42201;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/10/21;01/11/21;10;125;0;25;30;180
86;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C42201;2;INTERMEDIÁRIO ;20;CICLO IV  -  2º ANO;19;INGLES;01/10/21;01/11/21;10;145;0;25;40;210
87;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C41202;2;INTERMEDIÁRIO ;19;CICLO IV  -  1º ANO;19;INGLES;01/10/21;01/11/21;10;125;0;25;30;180
88;247111;15;2021;EFETIVO;PROFESSOR LICENCIADO PLENO;20;EMEIF REMIGIO FERNANDEZ;C41202;2;INTERMEDIÁRIO ;19;CICLO IV  -  1º ANO;19;INGLES;01/10/21;01/11/21;10;145;0;25;40;210
